Date,State,Confirmed,Recovered,Deceased,Other,Tested
8/19/2020,Ladakh,2048,1397,18,0,25501
8/19/2020,Maharashtra,628642,446881,21033,315,3343052
8/19/2020,Meghalaya,1535,725,6,0,44695
8/19/2020,Manipur,4876,2885,18,0,120135
8/19/2020,Madhya Pradesh,48351,36475,1159,0,1089939
8/19/2020,Mizoram,860,384,0,0,28076
8/19/2020,Nagaland,3558,1706,7,7,52672
8/19/2020,Odisha,67122,46936,425,0,1062469
8/19/2020,Punjab,36083,22703,920,0,819657
8/19/2020,Puducherry,8752,5312,129,0,59757
8/19/2020,Rajasthan,65289,49963,910,0,1998912
8/19/2020,Sikkim,1232,789,3,0,35062
8/19/2020,Telangana,95700,73991,719,0,797470
8/19/2020,Tamil Nadu,355449,296171,6123,0,3913523
8/19/2020,Tripura,7660,5497,65,18,228003
8/19/2020,India,2835823,2096068,53994,531,32661252
8/19/2020,Uttar Pradesh,167510,115227,2638,0,4075174
8/19/2020,Uttarakhand,13225,9132,178,50,279961
8/19/2020,West Bengal,125922,95663,2581,0,1416556
8/20/2020,Andaman and Nicobar Islands,2680,1638,31,0,29487
8/20/2020,Andhra Pradesh,325396,235218,3001,0,3074847
8/20/2020,Arunachal Pradesh,3066,2093,5,0,136092
8/20/2020,Assam,86053,63121,221,3,1894584
8/20/2020,Bihar,115210,88163,574,1,2116094
8/20/2020,Chandigarh,2515,1390,31,2,23374
8/20/2020,Chhattisgarh,18637,11739,172,0,455106
8/20/2020,Delhi,157354,141826,4257,0,1375193
8/20/2020,Dadra and Nagar Haveli and Daman and Diu,2030,1613,2,16,50293
8/20/2020,Goa,13099,9063,126,0,175100
8/20/2020,Gujarat,83262,66053,2853,0,1547120
8/20/2020,Himachal Pradesh,4538,3085,22,42,188344
8/20/2020,Haryana,50926,42793,578,0,910877
8/20/2020,Jharkhand,26938,17320,286,0,523638
8/20/2020,Jammu and Kashmir,30717,23225,578,0,833403
8/20/2020,Karnataka,256975,170381,4429,16,2256862
8/20/2020,Kerala,52200,33824,192,61,1312992
8/20/2020,Ladakh,2077,1436,18,0,25947
8/20/2020,Maharashtra,643289,459124,21359,315,3419643
8/20/2020,Meghalaya,1661,730,6,0,45151
8/20/2020,Manipur,4925,3002,18,0,122778
8/20/2020,Madhya Pradesh,49493,37540,1171,0,1111158
8/20/2020,Mizoram,874,402,0,0,28976
8/20/2020,Nagaland,3583,1921,7,7,54047
8/20/2020,Odisha,70020,48577,433,0,1115947
8/20/2020,Punjab,37824,23037,957,0,839947
8/20/2020,Puducherry,9292,5634,137,0,61343
8/20/2020,Rajasthan,66619,51190,921,0,2033646
8/20/2020,Sikkim,1290,827,3,0,35449
8/20/2020,Telangana,97424,75186,729,0,821311
8/20/2020,Tamil Nadu,361435,301913,6239,0,3988599
8/20/2020,Tripura,7850,5565,65,18,230716
8/20/2020,India,2904341,2157941,54975,531,33467237
8/20/2020,Uttar Pradesh,172334,121090,2733,0,4184690
8/20/2020,Uttarakhand,13636,9433,187,50,286330
8/20/2020,West Bengal,129119,98789,2634,0,1451615
8/21/2020,Andaman and Nicobar Islands,2747,1744,32,0,29573
8/21/2020,Andhra Pradesh,334940,244045,3092,0,3129857
8/21/2020,Arunachal Pradesh,3126,2125,5,0,138913
8/21/2020,Assam,87909,65597,227,3,1930764
8/21/2020,Bihar,117671,91841,588,1,2228516
8/21/2020,Chandigarh,2631,1426,33,2,24064
8/21/2020,Chhattisgarh,19510,12022,180,0,468099
8/21/2020,Delhi,158604,142908,4270,0,1392928
8/21/2020,Dadra and Nagar Haveli and Daman and Diu,2083,1652,2,18,50923
8/21/2020,Goa,13484,9540,135,0,178175
8/21/2020,Gujarat,84466,67377,2867,0,1620067
8/21/2020,Himachal Pradesh,4728,3234,24,49,190476
8/21/2020,Haryana,52129,43413,585,0,926568
8/21/2020,Jharkhand,28196,18372,297,0,539802
8/21/2020,Jammu and Kashmir,31371,23805,593,0,844641
8/21/2020,Karnataka,264546,176942,4522,16,2314485
8/21/2020,Kerala,54183,35243,204,63,1349071
8/21/2020,Ladakh,2133,1449,19,0,26302
8/21/2020,Maharashtra,657450,470873,21698,317,3498166
8/21/2020,Meghalaya,1718,749,6,0,70413
8/21/2020,Manipur,5049,3261,20,0,125230
8/21/2020,Madhya Pradesh,50640,38527,1185,0,1133826
8/21/2020,Mizoram,895,420,0,0,30753
8/21/2020,Nagaland,3619,2074,7,7,54660
8/21/2020,Odisha,72718,50504,443,0,1172426
8/21/2020,Punjab,39327,23893,991,0,863840
8/21/2020,Puducherry,9594,5934,143,0,62413
8/21/2020,Rajasthan,67954,52496,933,0,2062109
8/21/2020,Sikkim,1336,834,3,0,36111
8/21/2020,Telangana,99391,76967,737,0,848078
8/21/2020,Tamil Nadu,367430,307677,6340,0,4062943
8/21/2020,Tripura,8106,5651,69,18,233713
8/21/2020,India,2973370,2220799,55928,545,34491073
8/21/2020,Uttar Pradesh,177239,126657,2797,0,4294980
8/21/2020,Uttarakhand,14083,9676,192,51,294279
8/21/2020,West Bengal,132364,101871,2689,0,1487844
8/22/2020,Andaman and Nicobar Islands,2808,1853,32,0,29888
8/22/2020,Andhra Pradesh,345216,252638,3189,0,3191326
8/22/2020,Arunachal Pradesh,3223,2228,5,0,141655
8/22/2020,Assam,89469,67642,234,3,1953804
8/22/2020,Bihar,119909,95372,601,1,2331461
8/22/2020,Chandigarh,2776,1471,33,2,24693
8/22/2020,Chhattisgarh,20214,12394,190,0,477974
8/22/2020,Delhi,160016,144138,4284,0,1412363
8/22/2020,Dadra and Nagar Haveli and Daman and Diu,2123,1702,2,22,51285
8/22/2020,Goa,13790,10019,140,0,179836
8/22/2020,Gujarat,85678,68357,2881,0,1695325
8/22/2020,Himachal Pradesh,4895,3341,28,49,192580
8/22/2020,Haryana,53290,44013,597,0,944764
8/22/2020,Jharkhand,29103,19186,310,0,553356
8/22/2020,Jammu and Kashmir,31981,24398,608,0,855991
8/22/2020,Karnataka,271876,184568,4615,16,2373103
8/22/2020,Kerala,56355,36535,219,63,1386775
8/22/2020,Ladakh,2210,1469,21,0,26531
8/22/2020,Maharashtra,671942,480114,21995,317,3575566
8/22/2020,Meghalaya,1811,769,7,0,72409
8/22/2020,Manipur,5132,3455,22,0,128468
8/22/2020,Madhya Pradesh,51866,39399,1206,0,1158510
8/22/2020,Mizoram,903,421,0,0,32391
8/22/2020,Nagaland,3635,2166,8,8,55479
8/22/2020,Odisha,75537,52277,452,0,1233805
8/22/2020,Punjab,40643,24302,1036,0,885950
8/22/2020,Puducherry,10112,6307,151,0,63590
8/22/2020,Rajasthan,69264,54144,944,0,2093850
8/22/2020,Sikkim,1381,871,3,0,36744
8/22/2020,Telangana,101865,78735,744,0,891173
8/22/2020,Tamil Nadu,373410,313280,6420,0,4136490
8/22/2020,Tripura,8386,6061,70,18,237750
8/22/2020,India,3043437,2279900,56846,553,35292220
8/22/2020,Uttar Pradesh,182456,131295,2867,0,4420101
8/22/2020,Uttarakhand,14566,10021,195,54,301813
8/22/2020,West Bengal,135596,104959,2737,0,1524162
8/23/2020,Andaman and Nicobar Islands,2860,1963,33,0,30278
8/23/2020,Andhra Pradesh,353111,260087,3282,0,3238038
8/23/2020,Arunachal Pradesh,3263,2297,5,0,143626
8/23/2020,Assam,90741,70901,242,3,1972239
8/23/2020,Bihar,122156,98454,610,1,2432497
8/23/2020,Chandigarh,2918,1492,37,2,25203
8/23/2020,Chhattisgarh,20918,12931,197,0,483989
8/23/2020,Delhi,161466,145388,4300,0,1431094
8/23/2020,Dadra and Nagar Haveli and Daman and Diu,2159,1744,2,22,51580
8/23/2020,Goa,13999,10472,144,0,180716
8/23/2020,Gujarat,86779,69329,2895,0,1756133
8/23/2020,Himachal Pradesh,5001,3461,28,49,194380
8/23/2020,Haryana,54386,44822,603,0,964297
8/23/2020,Jharkhand,30178,20136,318,0,566504
8/23/2020,Jammu and Kashmir,32647,24832,617,0,868594
8/23/2020,Karnataka,277814,189564,4683,16,2413951
8/23/2020,Kerala,58263,37645,224,64,1422558
8/23/2020,Ladakh,2279,1491,23,0,26654
8/23/2020,Maharashtra,682383,488271,22253,317,3621321
8/23/2020,Meghalaya,1917,776,8,0,72409
8/23/2020,Manipur,5246,3616,22,0,131709
8/23/2020,Madhya Pradesh,53129,40390,1229,0,1181280
8/23/2020,Mizoram,918,459,0,0,33486
8/23/2020,Nagaland,3686,2294,8,8,56340
8/23/2020,Odisha,78530,54406,462,0,1302711
8/23/2020,Punjab,41779,26528,1086,0,907160
8/23/2020,Puducherry,10522,6657,159,0,64652
8/23/2020,Rajasthan,70609,55324,955,0,2122395
8/23/2020,Sikkim,1403,871,3,0,36744
8/23/2020,Telangana,104249,80586,755,0,931839
8/23/2020,Tamil Nadu,379385,319327,6517,0,4206617
8/23/2020,Tripura,8717,6182,72,18,241101
8/23/2020,India,3105186,2336796,57692,555,35902137
8/23/2020,Uttar Pradesh,187781,135613,2926,0,4551619
8/23/2020,Uttarakhand,15124,10480,200,55,307803
8/23/2020,West Bengal,138870,108007,2794,0,1561311
8/24/2020,Andaman and Nicobar Islands,2904,2092,35,0,30513
8/24/2020,Andhra Pradesh,361712,268828,3368,0,3292501
8/24/2020,Arunachal Pradesh,3312,2427,5,0,146012
8/24/2020,Assam,92620,73091,252,3,2000909
8/24/2020,Bihar,123383,101362,627,1,2494712
8/24/2020,Chandigarh,3035,1646,37,2,25645
8/24/2020,Chhattisgarh,22054,13424,206,0,494081
8/24/2020,Delhi,162527,146588,4313,0,1443004
8/24/2020,Dadra and Nagar Haveli and Daman and Diu,2177,1783,2,24,51843
8/24/2020,Goa,14138,10909,148,0,182409
8/24/2020,Gujarat,87846,70350,2908,0,1819198
8/24/2020,Himachal Pradesh,5101,3584,28,54,195581
8/24/2020,Haryana,55460,45405,613,0,983187
8/24/2020,Jharkhand,31118,21025,335,0,580489
8/24/2020,Jammu and Kashmir,33075,25205,624,0,877836
8/24/2020,Karnataka,283665,197625,4810,19,2453768
8/24/2020,Kerala,59505,38883,235,64,1446380
8/24/2020,Ladakh,2330,1517,23,0,26894
8/24/2020,Maharashtra,693398,502490,22465,317,3667937
8/24/2020,Meghalaya,1976,789,8,0,75239
8/24/2020,Manipur,5362,3713,22,0,135399
8/24/2020,Madhya Pradesh,54421,41231,1246,0,1203705
8/24/2020,Mizoram,918,461,0,0,33507
8/24/2020,Nagaland,3714,2396,8,9,56901
8/24/2020,Odisha,81479,56925,472,0,1363620
8/24/2020,Punjab,43284,28357,1129,0,919614
8/24/2020,Puducherry,10859,6942,164,0,65769
8/24/2020,Rajasthan,71955,56600,967,0,2137137
8/24/2020,Sikkim,1446,934,3,0,37798
8/24/2020,Telangana,106091,82411,761,0,968121
8/24/2020,Tamil Nadu,385352,325456,6614,0,4276640
8/24/2020,Tripura,8917,6341,73,18,243613
8/24/2020,India,3164882,2403101,58546,566,36827520
8/24/2020,Uttar Pradesh,192382,140107,2987,0,4674620
8/24/2020,Uttarakhand,15529,10912,207,55,316265
8/24/2020,West Bengal,141837,111292,2851,0,1596578
8/25/2020,Andaman and Nicobar Islands,2945,2231,37,0,31082
8/25/2020,Andhra Pradesh,371639,278247,3460,0,3356852
8/25/2020,Arunachal Pradesh,3412,2508,5,0,149273
8/25/2020,Assam,94593,74815,260,3,2035216
8/25/2020,Bihar,124827,104531,644,1,2570097
8/25/2020,Chandigarh,3209,1713,40,2,26348
8/25/2020,Chhattisgarh,23341,13732,221,0,505193
8/25/2020,Delhi,164071,147743,4330,0,1462845
8/25/2020,Dadra and Nagar Haveli and Daman and Diu,2198,1816,2,24,52160
8/25/2020,Goa,14530,11224,157,0,184872
8/25/2020,Gujarat,88942,71361,2928,0,1891775
8/25/2020,Himachal Pradesh,5154,3748,29,54,198010
8/25/2020,Haryana,56608,46496,623,0,1001781
8/25/2020,Jharkhand,32174,21750,347,0,600322
8/25/2020,Jammu and Kashmir,33776,25594,638,0,888127
8/25/2020,Karnataka,291826,204439,4958,19,2513555
8/25/2020,Kerala,61880,40339,245,64,1484907
8/25/2020,Ladakh,2420,1549,24,0,27735
8/25/2020,Maharashtra,703823,514790,22794,318,3711123
8/25/2020,Meghalaya,2018,832,8,0,76762
8/25/2020,Manipur,5444,3812,24,0,137384
8/25/2020,Madhya Pradesh,55800,42310,1265,0,1226559
8/25/2020,Mizoram,953,464,0,0,35214
8/25/2020,Nagaland,3752,2611,8,10,57426
8/25/2020,Odisha,84231,59470,481,0,1421958
8/25/2020,Punjab,44577,29145,1178,0,941939
8/25/2020,Puducherry,11426,7273,172,0,67301
8/25/2020,Rajasthan,73325,58126,980,0,2166744
8/25/2020,Sikkim,1475,1054,3,0,38296
8/25/2020,Telangana,108670,84163,770,0,1021054
8/25/2020,Tamil Nadu,391303,332454,6721,0,4346861
8/25/2020,Tripura,9210,6414,79,19,247299
8/25/2020,India,3231755,2467252,59612,569,37651512
8/25/2020,Uttar Pradesh,197388,144754,3059,0,4796488
8/25/2020,Uttarakhand,16014,11201,213,55,325384
8/25/2020,West Bengal,144801,114543,2909,0,1634102
8/26/2020,Andaman and Nicobar Islands,2985,2309,41,0,31646
8/26/2020,Andhra Pradesh,382469,286720,3541,0,3418690
8/26/2020,Arunachal Pradesh,3555,2563,5,0,152852
8/26/2020,Assam,96772,76963,274,3,2071441
8/26/2020,Bihar,126990,106765,653,1,2672687
8/26/2020,Chandigarh,3376,1800,41,2,27076
8/26/2020,Chhattisgarh,24550,14145,231,0,519678
8/26/2020,Delhi,165764,148897,4347,0,1482661
8/26/2020,Dadra and Nagar Haveli and Daman and Diu,2220,1857,2,24,52524
8/26/2020,Goa,15027,11511,165,0,187140
8/26/2020,Gujarat,90139,72408,2945,0,1969724
8/26/2020,Himachal Pradesh,5321,3810,31,53,203825
8/26/2020,Haryana,58005,47613,634,0,1025524
8/26/2020,Jharkhand,33311,22486,362,0,643590
8/26/2020,Jammu and Kashmir,34480,26193,657,0,902677
8/26/2020,Karnataka,300406,211688,5091,19,2580621
8/26/2020,Kerala,64356,41690,258,64,1525792
8/26/2020,Ladakh,2451,1580,25,0,28719
8/26/2020,Maharashtra,718711,522427,23089,322,3798306
8/26/2020,Meghalaya,2050,874,8,0,79126
8/26/2020,Manipur,5585,3829,25,0,140610
8/26/2020,Madhya Pradesh,56864,43246,1282,0,1248021
8/26/2020,Mizoram,967,473,0,0,36240
8/26/2020,Nagaland,3778,2611,8,10,58053
8/26/2020,Odisha,87602,62813,494,0,1485167
8/26/2020,Punjab,46090,30231,1219,0,964051
8/26/2020,Puducherry,11930,7486,180,0,68888
8/26/2020,Rajasthan,74670,59579,992,0,2196353
8/26/2020,Sikkim,1486,1076,3,0,38951
8/26/2020,Telangana,111688,85223,780,0,1082094
8/26/2020,Tamil Nadu,397261,338060,6839,0,4422361
8/26/2020,Tripura,9539,6574,83,19,251657
8/26/2020,India,3307750,2523443,60629,574,38576510
8/26/2020,Uttar Pradesh,203028,148562,3141,0,4941679
8/26/2020,Uttarakhand,16549,11524,219,57,334979
8/26/2020,West Bengal,147775,117857,2964,0,1674133
8/27/2020,Andaman and Nicobar Islands,3018,2374,42,0,31830
8/27/2020,Andhra Pradesh,393090,295248,3633,0,3479990
8/27/2020,Arunachal Pradesh,3633,2621,5,0,155750
8/27/2020,Assam,98808,79308,278,3,2106836
8/27/2020,Bihar,128850,109696,662,1,2777160
8/27/2020,Chandigarh,3564,1977,43,0,27567
8/27/2020,Chhattisgarh,25988,14607,245,0,533691
8/27/2020,Delhi,167604,150027,4369,0,1503722
8/27/2020,Dadra and Nagar Haveli and Daman and Diu,2262,1913,2,25,52859
8/27/2020,Goa,15483,11867,171,0,189667
8/27/2020,Gujarat,91329,73601,2962,0,2045951
8/27/2020,Himachal Pradesh,5501,4008,32,44,206308
8/27/2020,Haryana,59298,48690,646,0,1051189
8/27/2020,Jharkhand,34676,23119,377,0,673245
8/27/2020,Jammu and Kashmir,35135,26721,671,0,915226
8/27/2020,Karnataka,309792,219554,5232,19,2648808
8/27/2020,Kerala,66762,43757,268,64,1564783
8/27/2020,Ladakh,2492,1640,27,0,29614
8/27/2020,Maharashtra,733568,531563,23444,327,3868755
8/27/2020,Meghalaya,2130,899,9,0,81012
8/27/2020,Manipur,5725,3957,25,0,142813
8/27/2020,Madhya Pradesh,58181,44453,1306,0,1271846
8/27/2020,Mizoram,974,500,0,0,37452
8/27/2020,Nagaland,3784,2735,8,10,58431
8/27/2020,Odisha,90986,65323,501,0,1553257
8/27/2020,Punjab,47836,30972,1256,0,988119
8/27/2020,Puducherry,12434,7761,190,0,70226
8/27/2020,Rajasthan,76015,60585,1005,0,2228662
8/27/2020,Sikkim,1542,1151,3,0,38951
8/27/2020,Telangana,114483,86095,788,0,1142480
8/27/2020,Tamil Nadu,403242,343930,6948,0,4498706
8/27/2020,Tripura,9924,6697,85,19,255877
8/27/2020,India,3384577,2583063,61695,571,39477848
8/27/2020,Uttar Pradesh,208419,152893,3217,0,5080205
8/27/2020,Uttarakhand,17277,11775,228,59,348897
8/27/2020,West Bengal,150772,121046,3017,0,1716607
8/28/2020,Andaman and Nicobar Islands,3050,2444,42,0,32100
8/28/2020,Andhra Pradesh,403616,303711,3714,0,3541321
8/28/2020,Arunachal Pradesh,3745,2709,7,0,158993
8/28/2020,Assam,101368,81071,286,3,2146938
8/28/2020,Bihar,130848,112445,674,1,2882926
8/28/2020,Chandigarh,3724,2107,45,0,28337
8/28/2020,Chhattisgarh,27233,15109,251,0,548182
8/28/2020,Delhi,169412,151473,4389,0,1526655
8/28/2020,Dadra and Nagar Haveli and Daman and Diu,2293,1960,2,27,53227
8/28/2020,Goa,16006,12296,175,0,192589
8/28/2020,Gujarat,92601,74651,2976,0,2121751
8/28/2020,Himachal Pradesh,5637,4149,32,44,208609
8/28/2020,Haryana,60596,49710,661,0,1076063
8/28/2020,Jharkhand,35813,24138,389,0,704554
8/28/2020,Jammu and Kashmir,35831,27372,678,0,929733
8/28/2020,Karnataka,318752,227018,5368,19,2713034
8/28/2020,Kerala,69305,45854,275,64,1608013
8/28/2020,Ladakh,2540,1714,28,0,30311
8/28/2020,Maharashtra,747995,543170,23775,332,3939761
8/28/2020,Meghalaya,2240,958,10,0,84038
8/28/2020,Manipur,5843,4057,27,0,146140
8/28/2020,Madhya Pradesh,59433,45396,1323,0,1297699
8/28/2020,Mizoram,1003,514,0,0,38534
8/28/2020,Nagaland,3805,2850,8,10,58782
8/28/2020,Odisha,94668,67826,509,0,1612097
8/28/2020,Punjab,49378,33008,1307,0,1007852
8/28/2020,Puducherry,13024,8080,199,0,71723
8/28/2020,Rajasthan,77370,62033,1017,0,2254613
8/28/2020,Sikkim,1576,1184,3,0,40035
8/28/2020,Telangana,117415,87675,799,0,1204343
8/28/2020,Tamil Nadu,409238,349682,7050,0,4573809
8/28/2020,Tripura,10433,6839,89,19,260373
8/28/2020,India,3461234,2647538,62714,581,40406609
8/28/2020,Uttar Pradesh,213824,157879,3294,0,5202557
8/28/2020,Uttarakhand,17865,12124,239,62,361389
8/28/2020,West Bengal,153754,124332,3073,0,1758728
8/29/2020,Andaman and Nicobar Islands,3081,2519,44,0,32407
8/29/2020,Andhra Pradesh,414164,312687,3796,0,3603345
8/29/2020,Arunachal Pradesh,3877,2754,7,0,161525
8/29/2020,Assam,103795,82511,289,3,2183777
8/29/2020,Bihar,132935,115074,679,1,2989407
8/29/2020,Chandigarh,3985,2248,45,0,29118
8/29/2020,Chhattisgarh,28746,15818,262,0,560273
8/29/2020,Delhi,171366,152922,4404,0,1548659
8/29/2020,Dadra and Nagar Haveli and Daman and Diu,2308,1989,2,29,53527
8/29/2020,Goa,16553,12729,178,0,195084
8/29/2020,Gujarat,93883,75762,2989,0,2195985
8/29/2020,Himachal Pradesh,5781,4266,33,44,211028
8/29/2020,Haryana,61987,50711,670,0,1103832
8/29/2020,Jharkhand,37112,25216,398,0,730237
8/29/2020,Jammu and Kashmir,36377,28020,685,0,943981
8/29/2020,Karnataka,327076,235128,5483,19,2785718
8/29/2020,Kerala,71702,48079,281,65,1643633
8/29/2020,Ladakh,2603,1745,32,0,30973
8/29/2020,Maharashtra,764281,554711,24103,336,4017175
8/29/2020,Meghalaya,2283,1035,10,0,86214
8/29/2020,Manipur,5960,4186,28,0,149155
8/29/2020,Madhya Pradesh,60875,46413,1345,0,1324851
8/29/2020,Mizoram,1003,584,0,0,38906
8/29/2020,Nagaland,3851,2908,8,10,59413
8/29/2020,Odisha,97920,70714,523,0,1670910
8/29/2020,Punjab,50848,34091,1348,0,1026465
8/29/2020,Puducherry,13556,8511,211,0,73165
8/29/2020,Rajasthan,78777,62971,1030,0,2274901
8/29/2020,Sikkim,1602,1195,3,0,40515
8/29/2020,Telangana,120166,89350,808,0,1266643
8/29/2020,Tamil Nadu,415590,355727,7137,0,4654797
8/29/2020,Tripura,10876,7037,94,19,264655
8/29/2020,India,3539713,2712520,63657,588,41461636
8/29/2020,Uttar Pradesh,219457,162741,3356,0,5350704
8/29/2020,Uttarakhand,18571,12524,250,62,376747
8/29/2020,West Bengal,156766,127644,3126,0,1801960
8/30/2020,Andaman and Nicobar Islands,3104,2586,45,0,32674
8/30/2020,Andhra Pradesh,424767,321754,3884,0,3666422
8/30/2020,Arunachal Pradesh,4034,2822,7,0,164524
8/30/2020,Assam,105775,83928,296,3,2217879
8/30/2020,Bihar,135013,117305,688,1,3097137
8/30/2020,Chandigarh,4155,2296,52,2,29864
8/30/2020,Chhattisgarh,30092,16303,269,0,571177
8/30/2020,Delhi,173390,154171,4426,0,1569096
8/30/2020,Dadra and Nagar Haveli and Daman and Diu,2340,2042,2,20,53769
8/30/2020,Goa,17004,13186,183,0,197216
8/30/2020,Gujarat,95155,76857,3006,0,2265473
8/30/2020,Himachal Pradesh,5945,4408,34,44,213104
8/30/2020,Haryana,63282,51620,682,0,1130073
8/30/2020,Jharkhand,38435,26448,410,0,755835
8/30/2020,Jammu and Kashmir,37163,28510,694,0,956733
8/30/2020,Karnataka,335928,242229,5589,19,2852675
8/30/2020,Kerala,73856,49845,288,65,1669779
8/30/2020,Ladakh,2638,1757,34,0,30973
8/30/2020,Maharashtra,780689,562401,24399,341,4092620
8/30/2020,Meghalaya,2343,1049,10,0,86214
8/30/2020,Manipur,6112,4239,28,0,152229
8/30/2020,Madhya Pradesh,62433,47467,1374,0,1349814
8/30/2020,Mizoram,1008,589,0,0,40383
8/30/2020,Nagaland,3922,3017,8,10,60225
8/30/2020,Odisha,100934,73233,535,0,1731556
8/30/2020,Punjab,52526,35747,1404,0,1046132
8/30/2020,Puducherry,14127,8968,221,0,75031
8/30/2020,Rajasthan,80227,65093,1043,0,2302023
8/30/2020,Sikkim,1627,1220,3,0,41069
8/30/2020,Telangana,123090,90988,818,0,1327791
8/30/2020,Tamil Nadu,422085,362133,7231,0,4738047
8/30/2020,Tripura,11323,7232,98,19,268276
8/30/2020,India,3619174,2772942,64617,586,42307914
8/30/2020,Uttar Pradesh,225632,167543,3423,0,5490354
8/30/2020,Uttarakhand,19235,13004,257,62,384796
8/30/2020,West Bengal,159785,130952,3176,0,1845396
8/31/2020,Andaman and Nicobar Islands,3132,2647,46,0,33485
8/31/2020,Andhra Pradesh,434771,330526,3969,0,3722912
8/31/2020,Arunachal Pradesh,4112,2885,7,0,167615
8/31/2020,Assam,109041,85459,306,3,2262827
8/31/2020,Bihar,136337,119572,694,1,3187161
8/31/2020,Chandigarh,4346,2431,56,2,30377
8/31/2020,Chhattisgarh,31503,16989,277,0,582540
8/31/2020,Delhi,174748,155678,4444,0,1583485
8/31/2020,Dadra and Nagar Haveli and Daman and Diu,2367,2081,2,20,54194
8/31/2020,Goa,17418,13577,192,0,199224
8/31/2020,Gujarat,96435,77882,3020,0,2331836
8/31/2020,Himachal Pradesh,6116,4473,37,44,214182
8/31/2020,Haryana,64732,52672,689,0,1150126
8/31/2020,Jharkhand,41656,27143,417,0,913265
8/31/2020,Jammu and Kashmir,37698,29015,703,0,966412
8/31/2020,Karnataka,342423,249467,5702,19,2895807
8/31/2020,Kerala,75386,51538,295,65,1685203
8/31/2020,Ladakh,2681,1874,34,0,31037
8/31/2020,Maharashtra,792541,573559,24583,343,4145123
8/31/2020,Meghalaya,2368,1162,10,0,88963
8/31/2020,Manipur,6252,4330,28,0,155216
8/31/2020,Madhya Pradesh,63965,48657,1394,0,1377427
8/31/2020,Mizoram,1011,589,0,0,40797
8/31/2020,Nagaland,3950,3058,8,10,60865
8/31/2020,Odisha,103536,77286,545,0,1789433
8/31/2020,Punjab,53992,37027,1453,0,1062667
8/31/2020,Puducherry,14411,9334,228,0,76105
8/31/2020,Rajasthan,81693,66812,1056,0,2314603
8/31/2020,Sikkim,1652,1225,3,0,41270
8/31/2020,Telangana,124963,92837,827,0,1365582
8/31/2020,Tamil Nadu,428041,368141,7322,0,4813147
8/31/2020,Tripura,11644,7433,103,19,271170
8/31/2020,India,3687940,2837377,65433,589,43324834
8/31/2020,Uttar Pradesh,230414,172140,3486,0,5490354
8/31/2020,Uttarakhand,19827,13608,269,63,394015
8/31/2020,West Bengal,162778,134270,3228,0,1887635
9/1/2020,Andaman and Nicobar Islands,3160,2714,46,0,35104
9/1/2020,Andhra Pradesh,445139,339876,4053,0,3782746
9/1/2020,Arunachal Pradesh,4212,2979,7,0,170445
9/1/2020,Assam,111725,86893,315,3,2299893
9/1/2020,Bihar,138265,121601,709,1,3302720
9/1/2020,Chandigarh,4550,2551,57,3,31268
9/1/2020,Chhattisgarh,33387,17567,287,0,596544
9/1/2020,Delhi,177060,156728,4462,0,1607683
9/1/2020,Dadra and Nagar Haveli and Daman and Diu,2386,2124,2,20,54566
9/1/2020,Goa,18006,13850,194,0,202730
9/1/2020,Gujarat,97745,79013,3034,0,2409906
9/1/2020,Himachal Pradesh,6255,4646,41,43,216608
9/1/2020,Haryana,66426,53835,706,0,1172778
9/1/2020,Jharkhand,43833,28149,428,0,950015
9/1/2020,Jammu and Kashmir,38223,29484,717,0,978882
9/1/2020,Karnataka,351481,254626,5837,19,2979477
9/1/2020,Kerala,76526,53649,299,66,1697042
9/1/2020,Ladakh,2733,1978,35,0,31154
9/1/2020,Maharashtra,808306,584537,24903,343,4212148
9/1/2020,Meghalaya,2440,1235,12,0,90477
9/1/2020,Manipur,6382,4450,29,0,158098
9/1/2020,Madhya Pradesh,65490,49992,1426,0,1398277
9/1/2020,Mizoram,1012,610,0,0,41683
9/1/2020,Nagaland,4003,3191,8,10,61539
9/1/2020,Odisha,106561,80770,556,0,1839854
9/1/2020,Punjab,55508,38147,1512,0,1081671
9/1/2020,Puducherry,14766,9675,240,0,77428
9/1/2020,Rajasthan,83163,68124,1069,0,2343369
9/1/2020,Sikkim,1670,1237,4,0,41558
9/1/2020,Telangana,127697,95162,836,0,1423846
9/1/2020,Tamil Nadu,433969,374172,7418,0,4888312
9/1/2020,Tripura,12153,7654,113,20,274199
9/1/2020,India,3766108,2899524,66460,592,44337201
9/1/2020,Uttar Pradesh,235757,176677,3542,0,5776664
9/1/2020,Uttarakhand,20398,14012,280,64,403955
9/1/2020,West Bengal,165721,137616,3283,0,1931373
9/2/2020,Andaman and Nicobar Islands,3186,2758,47,0,36136
9/2/2020,Andhra Pradesh,455531,348330,4125,0,3843550
9/2/2020,Arunachal Pradesh,4360,3075,7,0,173469
9/2/2020,Assam,115280,88727,323,3,2347637
9/2/2020,Bihar,140234,123404,722,1,3430124
9/2/2020,Chandigarh,4789,2670,59,3,32134
9/2/2020,Chhattisgarh,35683,18220,299,0,609578
9/2/2020,Delhi,179569,158586,4481,0,1636518
9/2/2020,Dadra and Nagar Haveli and Daman and Diu,2435,2143,2,19,54964
9/2/2020,Goa,18642,14059,204,0,204438
9/2/2020,Gujarat,99050,80154,3046,0,2484429
